,URL,MEAN_N_SEASONS_X_TEAM,N_TEAMS,N_NBA_CHAMPION,N_POSITIONS,COMMON_POSITION,MEAN_G_2S,MEAN_GS_2S,MEAN_FG%_PER_GAME_2S,MEAN_3P_PER_GAME_2S,MEAN_3P%_PER_GAME_2S,MEAN_FT%_PER_GAME_2S,MEAN_ORB_PER_GAME_2S,MEAN_AST_PER_GAME_2S,MEAN_FTr_2S,MEAN_ORB%_2S,MEAN_DRB%_2S,MEAN_STL%_2S,MEAN_TOV%_2S,MEAN_USG%_2S,MEAN_OWS_2S,MEAN_DBPM_2S,MEAN_OFF_TEAM_RTG_2S,MEAN_DEFF_TEAM_RTG_2S,MEAN_W/L%_TEAM_SGFCT,ALL_STAR,ROY,HALL_OF_FAME,DRAFT_PICK,AGE_ENTRANCE,IS_ACTIVE,N_PLAYOFFS,MEAN_G_PLAYOFF_1stPO,MEAN_GS_PLAYOFF_1stPO,MEAN_FG%_PER_GAME_PLAYOFF_1stPO,MEAN_FT%_PER_GAME_PLAYOFF_1stPO,MEAN_3P%_PER_GAME_PLAYOFF_1stPO,MEAN_FTr_PLAYOFF_1stPO,MEAN_ORB%_PLAYOFF_1stPO,MEAN_DRB%_PLAYOFF_1stPO,MEAN_AST%_PLAYOFF_1stPO,MEAN_STL%_PLAYOFF_1stPO,MEAN_BLK%_PLAYOFF_1stPO,MEAN_TOV%_PLAYOFF_1stPO,MEAN_USG%_PLAYOFF_1stPO,MEAN_OWS_PLAYOFF_1stPO,MEAN_OBPM_PLAYOFF_1stPO,MEAN_DBPM_PLAYOFF_1stPO
27,/players/a/alstora01.html,2.142857142857143,7,0,1,PG,32.0,1.0,0.3205,0.15000000000000002,0.2405,0.721,0.15000000000000002,2.2,0.0985,1.6,8.2,2.05,20.65,16.35,-0.3,-1.4,108.5,106.25,0.5487777777777778,0,0,0,39,24,0,6,4.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,7.9,0.0,0.0,20.5,14.1,-0.1,-11.3,-6.9
28,/players/a/alvarjo01.html,1.0,1,0,1,PG,54.0,1.0,0.446,0.6,0.291,0.679,0.5,2.8,0.18,3.2,10.2,4.2,11.2,18.4,1.0,2.4,112.0,113.0,0.439,0,0,0,-100,24,1,1,6.0,0.0,0.485,0.769,0.375,0.394,1.9,6.5,11.4,3.1,0.7,15.3,16.8,0.2,-1.8,1.7
29,/players/a/amaecjo01.html,1.6666666666666667,3,0,2,C,54.0,28.0,0.4255,0.0,0.0835,0.671,0.65,0.75,0.4435,4.4,14.0,1.0,21.55,20.450000000000003,-0.15000000000000002,-0.8500000000000001,106.15,104.2,0.5203333333333333,0,0,0,-100,26,0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,0.0,-21.3,-15.4
30,/players/a/aminual01.html,1.8571428571428572,7,0,2,PF,73.5,17.5,0.40249999999999997,0.4,0.29600000000000004,0.7635000000000001,1.15,0.85,0.3025,6.949999999999999,16.15,2.1500000000000004,18.15,16.75,-0.6000000000000001,0.3,103.1,106.9,0.48255555555555557,0,0,0,8,21,0,5,5.0,2.0,0.548,0.789,0.636,0.613,9.3,15.6,5.3,3.1,4.3,13.2,12.4,0.5,4.4,3.1
31,/players/a/amundlo01.html,1.7272727272727273,11,0,1,PF,6.0,0.0,0.2,0.0,0.0,0.2,0.6,0.05,0.3335,8.8,10.1,0.3,10.25,6.35,-0.05,-1.7,106.65,106.95,0.48575,0,0,0,-100,25,0,3,2.0,0.0,0.5,0.5,0.0,0.5,60.3,26.1,0.0,0.0,0.0,0.0,22.8,0.1,9.8,-6.3
32,/players/a/anderal01.html,1.6,5,0,2,SF,26.5,3.5,0.4355,0.5,0.33199999999999996,0.8155,0.6,1.05,0.2555,4.65,10.15,1.2,16.65,19.15,0.1,-1.4,103.05,107.15,0.433,0,0,0,-100,24,0,2,12.0,2.0,0.403,0.667,0.29,0.29,4.6,11.2,9.1,2.1,0.0,12.5,15.0,0.1,-2.4,0.6
33,/players/a/anderer01.html,2.0,1,0,1,PF,13.5,0.0,0.345,0.1,0.5,0.6014999999999999,0.45,0.2,0.7729999999999999,16.7,25.450000000000003,1.75,12.649999999999999,28.25,0.0,0.15000000000000002,105.9,98.95,0.7135,0,0,0,167,23,0,1,2.0,0.0,0.5,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,33.3,22.5,0.0,-15.0,-1.9
34,/players/a/andergr01.html,1.8571428571428572,7,0,2,PF,82.0,50.5,0.502,0.0,0.1,0.5589999999999999,2.55,0.85,0.4375,9.95,19.799999999999997,1.65,13.95,20.700000000000003,0.6000000000000001,-0.9500000000000001,104.55000000000001,110.35,0.359875,0,0,0,23,24,0,5,3.0,3.0,0.472,0.444,0.0,0.25,6.2,20.9,4.1,1.0,2.4,20.0,20.2,-0.2,-4.7,-1.8
35,/players/a/anderja01.html,1.4,5,0,3,SG,38.5,2.0,0.381,0.55,0.335,0.764,0.2,0.75,0.2605,1.9500000000000002,10.05,0.6,13.0,16.799999999999997,0.1,-1.0,111.35,104.4,0.4894,0,0,0,20,22,0,2,8.0,0.0,0.444,0.5,0.5,0.222,0.0,18.1,14.6,1.7,0.0,0.0,14.8,0.1,2.3,2.4
36,/players/a/anderju01.html,1.4285714285714286,7,0,2,SF,65.0,9.5,0.41500000000000004,0.6000000000000001,0.28200000000000003,0.7955000000000001,0.6,0.7,0.304,4.65,18.1,1.6,11.25,18.35,0.44999999999999996,0.49999999999999994,108.95,107.7,0.507,0,0,0,21,23,1,3,5.0,1.0,0.459,0.643,0.308,0.378,10.6,14.1,13.2,2.2,2.8,10.4,23.5,0.2,2.0,0.7
37,/players/a/anderke01.html,2.4444444444444446,9,0,1,PG,59.5,34.0,0.4125,0.05,0.2555,0.7605,0.75,5.699999999999999,0.2385,3.2,9.25,2.7,14.7,23.0,0.6499999999999999,0.2,106.75,106.95,0.5189090909090909,1,0,0,2,22,0,6,3.0,0.0,0.333,1.0,0.0,0.222,4.1,9.8,16.7,2.1,0.0,9.2,18.5,0.0,-2.8,-1.5
38,/players/a/anderky01.html,4.0,2,0,2,SF,55.5,9.5,0.40800000000000003,0.15000000000000002,0.2985,0.6950000000000001,0.25,1.2000000000000002,0.21900000000000003,2.0,20.1,2.3,12.3,13.9,0.19999999999999998,2.7,109.4,100.5,0.6134000000000001,0,0,0,30,22,1,5,10.0,0.0,0.32,0.857,0.333,0.28,1.9,18.6,7.3,2.4,1.8,12.5,11.6,-0.1,-4.5,2.0
39,/players/a/anderni01.html,4.333333333333333,3,0,2,SG,75.5,25.5,0.48050000000000004,0.1,0.176,0.6865,1.3,1.5,0.3265,5.5,14.7,1.8,12.05,22.25,1.2,-0.35,105.85,112.1,0.5124545454545455,0,0,0,11,22,0,6,3.0,3.0,0.382,0.75,0.4,0.353,2.0,8.2,14.7,2.3,1.2,11.3,16.3,0.2,2.4,0.9
40,/players/a/anderry01.html,2.0,7,0,2,PF,64.5,18.0,0.4145,1.1,0.3675,0.8554999999999999,1.35,0.7,0.248,9.25,17.6,1.6,11.899999999999999,21.5,1.5,-0.6,109.85,107.15,0.5397500000000001,0,0,0,21,21,0,6,9.0,0.0,0.31,1.0,0.286,0.034,11.6,31.1,5.8,1.2,1.8,14.5,19.1,-0.1,-3.8,-0.7
41,/players/a/anderwi01.html,2.2,5,0,2,SG,81.5,80.0,0.495,0.05,0.2295,0.7615000000000001,1.65,4.5,0.2465,5.3,10.6,2.2,14.85,22.35,2.45,0.65,104.30000000000001,106.05000000000001,0.5017142857142857,0,0,0,10,22,0,7,10.0,10.0,0.518,0.806,0.4,0.214,4.7,10.5,18.8,1.1,0.7,12.4,22.1,0.6,1.6,0.6
42,/players/a/anthoca01.html,3.0,7,0,2,SF,78.5,78.5,0.4285,0.7,0.29400000000000004,0.7865,2.05,2.7,0.41200000000000003,6.55,12.3,1.5,12.899999999999999,28.85,3.0,-1.6,104.95,103.30000000000001,0.5489999999999999,10,0,0,3,20,1,13,4.0,4.0,0.328,0.8,0.182,0.313,5.2,23.0,12.2,1.8,0.0,18.9,27.7,-0.3,-3.3,-1.5
43,/players/a/anthogr01.html,1.8571428571428572,7,0,1,PG,76.0,18.0,0.39249999999999996,0.1,0.139,0.7070000000000001,0.5,4.75,0.371,2.65,7.9,2.7,16.9,16.25,0.6,2.05,107.19999999999999,101.95,0.5657777777777777,0,0,0,12,25,0,8,12.0,0.0,0.413,0.606,0.417,0.717,2.3,7.5,31.3,4.3,0.3,17.7,16.1,0.2,0.0,5.1
44,/players/a/anticpe01.html,2.0,1,0,1,C,56.5,14.5,0.39149999999999996,0.9500000000000001,0.314,0.7364999999999999,1.0,1.0,0.32,6.9,16.45,0.95,13.4,18.1,0.5,-0.95,107.4,104.75,0.5975,0,0,0,-100,32,0,2,7.0,7.0,0.167,0.625,0.12,0.19,6.3,12.1,5.0,1.6,1.5,14.9,14.6,-0.6,-7.8,-2.0
45,/players/a/araujra01.html,1.5,2,0,1,C,55.5,37.5,0.4,0.0,0.1665,0.659,0.9,0.3,0.2535,8.65,20.6,1.8,20.9,15.45,-0.8,-0.9,108.2,110.7,0.36550000000000005,0,0,0,-100,25,0,1,5.0,0.0,0.375,0.417,0.0,1.5,12.5,33.7,5.5,1.9,0.0,0.0,21.3,0.0,-2.8,-0.3
46,/players/a/arenagi01.html,2.6,5,0,1,PG,64.5,56.0,0.442,1.05,0.3465,0.783,1.05,5.0,0.40700000000000003,3.6500000000000004,9.649999999999999,2.6,17.450000000000003,22.5,3.95,-0.65,105.55,109.0,0.4668571428571429,3,0,0,31,20,0,5,10.0,10.0,0.376,0.766,0.234,0.485,1.9,11.1,24.2,2.4,1.1,14.2,26.3,0.2,2.6,-0.9
47,/players/a/armstbr01.html,3.0,1,0,1,SG,26.0,0.0,0.3255,0.1,0.23049999999999998,0.6665,0.15,0.15000000000000002,0.16999999999999998,2.85,5.05,2.0999999999999996,11.3,22.450000000000003,-0.30000000000000004,-1.2,103.9,98.8,0.6034999999999999,0,0,0,23,22,0,1,8.0,0.0,0.25,0.0,0.0,0.0,3.8,3.5,17.7,1.7,0.0,0.0,17.7,-0.1,-6.0,-0.7
48,/players/a/armstda01.html,2.6666666666666665,6,0,1,PG,8.0,0.0,0.4375,0.6,0.4165,1.0,0.15,0.7,0.1875,7.4,2.8,7.0,12.6,48.4,0.05,3.75,114.0,107.35,0.5258,0,0,0,-100,27,0,8,5.0,0.0,0.476,0.846,0.333,0.31,2.4,14.6,24.7,3.2,0.7,12.8,19.0,0.3,3.3,2.6
49,/players/a/armsthi01.html,1.5714285714285714,7,0,3,C,60.5,4.0,0.49850000000000005,0.0,0.0,0.613,1.0,0.30000000000000004,0.5045,10.2,16.5,1.05,21.65,14.35,0.0,0.4,108.15,106.1,0.555,0,0,0,12,23,0,4,8.0,0.0,0.615,0.5,0.0,0.769,14.2,16.9,0.0,0.0,7.5,18.7,14.4,0.1,-2.3,0.4
50,/players/a/arroyca01.html,2.4285714285714284,7,0,3,PG,27.0,0.5,0.4445,0.0,0.0,0.6945,0.25,1.5499999999999998,0.1845,3.5,10.05,2.5,21.85,18.95,0.05,-0.35000000000000003,103.0,102.05,0.5987,0,0,0,-100,23,0,5,3.0,0.0,0.333,0.75,0.0,0.444,9.0,0.0,31.2,0.0,0.0,0.0,17.8,0.1,3.0,-4.1
51,/players/a/arthuda01.html,4.5,2,0,2,PF,54.0,32.5,0.435,0.0,0.0,0.617,1.2999999999999998,0.55,0.17149999999999999,9.15,19.5,1.75,10.649999999999999,16.85,-0.1,-0.15000000000000002,105.9,109.7,0.46171428571428574,0,0,0,27,21,0,2,13.0,0.0,0.459,0.765,1.0,0.2,7.8,8.8,6.4,1.9,5.0,11.5,23.7,0.0,-1.9,1.0
52,/players/a/asikom01.html,2.5,4,0,1,C,74.0,1.0,0.5295000000000001,0.0,0.0,0.47950000000000004,1.65,0.45,0.8440000000000001,14.3,23.700000000000003,1.4,24.5,12.55,0.3,2.15,107.85,99.3,0.6061666666666666,0,0,0,-100,25,0,5,15.0,0.0,0.462,0.3,0.0,0.769,7.9,17.3,1.0,0.7,4.2,28.7,7.6,-0.1,-6.7,0.9
53,/players/a/askewvi01.html,1.5555555555555556,9,0,1,SG,10.5,1.0,0.38849999999999996,0.0,0.0,0.7725,0.7,2.15,0.2945,6.05,6.6,1.6,14.95,16.6,-0.15000000000000002,-0.7,110.35,110.3,0.5988888888888889,0,0,0,39,22,0,6,6.0,0.0,0.4,0.5,0.0,0.4,14.0,17.3,6.5,2.3,0.0,0.0,18.5,0.0,-1.7,-2.2
54,/players/a/askinke01.html,9.0,1,0,1,SF,49.0,2.5,0.415,0.30000000000000004,0.29100000000000004,0.5914999999999999,0.9500000000000001,0.55,0.2445,10.45,13.3,2.5999999999999996,14.1,14.55,0.1,0.6,104.35,109.5,0.5365000000000001,0,0,0,-100,24,0,6,3.0,0.0,0.455,0.0,0.6,0.182,9.9,13.2,9.7,1.1,0.0,7.8,12.0,0.1,1.0,-0.7
55,/players/a/augmost01.html,2.4285714285714284,7,0,2,SG,77.5,74.0,0.495,0.0,0.0835,0.7025,2.0999999999999996,2.4,0.372,7.550000000000001,8.95,2.25,14.65,20.65,2.0,-0.35,108.3,109.55000000000001,0.5314545454545455,0,0,0,9,24,0,12,3.0,3.0,0.452,0.667,0.0,0.387,3.4,6.5,9.1,2.3,0.0,9.9,18.9,0.0,-1.0,-0.7
56,/players/a/augusja01.html,2.0,1,0,1,PF,13.5,0.0,0.43100000000000005,0.0,0.0,0.25,0.55,0.55,0.1175,15.45,22.4,0.85,6.9,16.65,0.05,0.5,108.1,104.8,0.634,0,0,0,41,23,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,57.7,0.0,0.0,0.0,0.0,23.9,0.0,21.4,8.4
57,/players/a/austiis01.html,1.375,8,0,1,C,38.5,1.5,0.4515,0.0,0.0,0.646,0.6000000000000001,0.15000000000000002,0.5225,13.1,18.950000000000003,1.1,13.4,23.799999999999997,0.05,-1.4,110.9,106.5,0.5246666666666667,0,0,0,48,23,0,3,1.0,0.0,0.5,0.0,0.0,0.0,0.0,38.1,0.0,0.0,22.0,0.0,31.4,0.0,-0.9,12.1
58,/players/a/aventan01.html,1.3333333333333333,6,0,1,PF,78.0,59.0,0.405,0.0,0.0,0.6875,2.05,1.0,0.2615,10.35,16.7,1.2,14.8,18.0,-1.05,-1.5499999999999998,105.2,109.4,0.4438,0,0,0,15,24,0,2,2.0,0.0,0.462,0.875,0.0,0.615,23.6,9.2,4.8,0.0,0.0,5.7,19.3,0.2,5.6,-2.6
59,/players/a/averywi01.html,3.0,1,0,1,PG,57.0,0.5,0.34550000000000003,0.3,0.27849999999999997,0.7225,0.1,1.45,0.2245,1.5499999999999998,6.9,1.5,19.8,21.15,-0.5,-2.0,105.65,103.55000000000001,0.5914999999999999,0,0,0,14,21,0,1,2.0,0.0,0.5,0.0,0.5,0.0,0.0,9.6,42.7,0.0,6.7,0.0,23.6,0.1,14.4,4.4
60,/players/a/ayongu01.html,1.0,5,0,2,C,54.5,13.5,0.5435000000000001,0.0,0.0,0.5095000000000001,1.35,1.35,0.27,9.3,20.3,2.05,16.799999999999997,14.5,0.95,1.9,102.0,104.19999999999999,0.35600000000000004,0,0,0,-100,27,0,1,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.3,-3.9
